Invoice/Item Number,Date,Store Number,Store Name,Address,City,Zip Code,Store Location,County Number,County,Category,Category Name,Vendor Number,Vendor Name,Item Number,Item Description,Pack,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Volume Sold (Gallons)
INV-23577300092,11/29/2019,2524,HY-VEE FOOD STORE / DUBUQUE,3500 DODGE ST,DUBUQUE,52001,,31,DUBUQUE,1031200,AMERICAN FLAVORED VODKA,380,PHILLIPS BEVERAGE,41989,UV CAKE,12,750,6.5,9.75,12,117,9,2.37
INV-23622500021,12/03/2019,2528,HY-VEE FOOD STORE #3 / DES MOINES,3221 SE 14TH ST,DES MOINES,50315,,77,POLK,1071100,COCKTAILS/RTD,395,PROXIMO,59154,1800 ULTIMATE MARGARITA,6,1750,10.04,15.06,6,90.36,10.5,2.77
INV-22255700020,10/01/2019,5286,SAUCE,"108, COLLEGE",IOWA CITY,52240,,52,JOHNSON,1031200,AMERICAN FLAVORED VODKA,521,JEM BEVERAGE COMPANY,39705,WESTERN SON BLUEBERRY MINI,6,50,4.83,7.25,6,36,0.3,0.07
INV-22640000007,10/18/2019,5338,KUM & GO #539/ NW 2ND AVE,5050 NW 2ND AVE,DES MOINES,50313,,77,POLK,1062200,WHITE RUM,35,BACARDI USA INC,43126,BACARDI SUPERIOR,12,750,8.26,12.39,4,49.56,3,0.79
INV-22281600060,10/02/2019,5257,MAD AVE QUIK SHOP,"405, MADISON AVE",OTTUMWA,52501,,90,WAPELLO,1031100,AMERICAN VODKAS,55,SAZERAC NORTH AMERICA,37938,SKOL VODKA,6,1750,6.78,10.17,6,64.02,10.5,2.77
INV-23634600012,12/03/2019,3054,MCNALLY'S SUPER VALU,1026 MAIN,GRINNELL,50112,,79,POWESHIEK,1012100,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11788,BLACK VELVET,6,1750,10.45,15.68,6,94.08,10.5,2.77
INV-23583600021,11/30/2019,2445,RUBACK'S FOOD CENTER,504 SOUTH HIGHWAY,OAKLAND,51560,,78,POTTAWATTAMIE,1011200,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19064,JIM BEAM,24,375,5.5,8.25,3,24.75,1.12,0.29
INV-22312100026,10/04/2019,4136,FAREWAY STORES #983 / GRIMES,351 GATEWAY DR,GRIMES,50111,,77,POLK,1032200,IMPORTED FLAVORED VODKA,277,STOLI GROUP,34870,STOLICHNAYA RAZBERI,12,750,9.99,14.99,24,359.76,18,4.75
INV-23326500009,11/19/2019,5153,OAK STREET STATION LLC,2403 US HWY 18,INWOOD,51240,,60,LYON,1012100,CANADIAN WHISKIES,619,CAMPARI AMERICA,10890,FORTY CREEK,12,750,10.52,15.78,2,31.56,1.5,0.39
INV-23577300110,11/29/2019,2524,HY-VEE FOOD STORE / DUBUQUE,3500 DODGE ST,DUBUQUE,52001,,31,DUBUQUE,1052100,IMPORTED BRANDIES,65,JIM BEAM BRANDS,47786,COURVOISIER VS COGNAC,12,750,16.79,25.19,3,75.57,2.25,0.59
INV-23348300010,11/20/2019,2500,HY-VEE FOOD STORE #1 / AMES,3800 W LINCOLN WAY,AMES,50010,,85,STORY,1012200,SCOTCH WHISKIES,260,DIAGEO AMERICAS,5318,JOHNNIE WALKER DOUBLE BLACK,6,750,24.05,36.08,2,72.16,1.5,0.39
INV-23650100012,12/03/2019,2513,HY-VEE FOOD STORE #2 / IOWA CITY,812  S 1ST AVE,IOWA CITY,52240,,52,JOHNSON,1012100,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11774,BLACK VELVET,24,375,3.07,4.61,7,32.27,2.62,0.69
INV-22341000010,10/04/2019,2551,HY-VEE FOOD STORE / CHARITON,2001 WEST COURT,CHARITON,50049,,59,LUCAS,1031100,AMERICAN VODKAS,301,FIFTH GENERATION INC,38176,TITOS HANDMADE VODKA,12,750,9.64,14.46,12,173.52,9,2.37
INV-23413700018,11/23/2019,5338,KUM & GO #539/ NW 2ND AVE,5050 NW 2ND AVE,DES MOINES,50313,,77,POLK,1031100,AMERICAN VODKAS,205,E & J GALLO WINERY,36968,NEW AMSTERDAM 80PRF,24,375,3.5,5.25,6,31.5,2.25,0.59
INV-22647200001,10/18/2019,4684,INDY 66 #928 / INDIANOLA,1201 N JEFFERSON,INDIANOLA,50125,,91,WARREN,1901200,SPECIAL ORDER ITEMS,421,SAZERAC COMPANY  INC,921540,HA STAGG JR,6,750,25.99,38.99,2,77.98,1.5,0.39
INV-22640000020,10/18/2019,5338,KUM & GO #539/ NW 2ND AVE,5050 NW 2ND AVE,DES MOINES,50313,,77,POLK,1031100,AMERICAN VODKAS,301,FIFTH GENERATION INC,38178,TITOS HANDMADE VODKA,6,1750,19,28.5,6,171,10.5,2.77
INV-23544700002,11/27/2019,5257,MAD AVE QUIK SHOP,"405, MADISON AVE",OTTUMWA,52501,,90,WAPELLO,1011200,STRAIGHT BOURBON WHISKIES,55,SAZERAC NORTH AMERICA,921242,HA 1792 SWEET WHEAT,6,750,19,28.5,1,28.5,0.75,0.19
INV-22235400005,10/01/2019,3054,MCNALLY'S SUPER VALU,1026 MAIN,GRINNELL,50112,,79,POWESHIEK,1031100,AMERICAN VODKAS,55,SAZERAC NORTH AMERICA,35944,FLEISCHMANNS 80PRF VODKA,24,375,1.74,2.61,3,7.83,1.12,0.29
INV-22571100080,10/16/2019,2502,HY-VEE WINE AND SPIRITS / ANKENY,410 NORTH ANKENY BLVD,ANKENY,50021,,77,POLK,1081200,CREAM LIQUEURS,305,MHW LTD,73055,RUMCHATA,12,750,13,19.5,12,234,9,2.37
INV-22242600012,10/01/2019,5153,OAK STREET STATION LLC,2403 US HWY 18,INWOOD,51240,,60,LYON,1062400,SPICED RUM,260,DIAGEO AMERICAS,43338,CAPTAIN MORGAN ORIGINAL SPICED,6,1750,18,27,6,162,10.5,2.77
INV-23346600018,11/20/2019,2620,HY-VEE / WINDSOR HEIGHTS,7101 UNIVERSITY AVE,WINDSOR HEIGHTS,50311,,77,POLK,1012200,SCOTCH WHISKIES,55,SAZERAC NORTH AMERICA,8828,LAUDERS,6,1750,11.18,16.77,6,94.68,10.5,2.77
INV-23313400030,11/19/2019,4638,GD XPRESS / DAVENPORT,4607 N PINE ST,DAVENPORT,52804,,82,SCOTT,1031100,AMERICAN VODKAS,260,DIAGEO AMERICAS,37991,SMIRNOFF 80PRF MINI,12,50,7.47,11.21,1,11.21,0.05,0.01
INV-22264300042,10/02/2019,2620,HY-VEE / WINDSOR HEIGHTS,7101 UNIVERSITY AVE,WINDSOR HEIGHTS,50311,,77,POLK,1032100,IMPORTED VODKAS,267,IMPERIAL BRANDS INC,35213,SOBIESKI,6,1750,10.99,16.49,6,98.94,10.5,2.77
INV-23585900044,11/30/2019,2549,HY-VEE FOOD STORE / INDIANOLA,910 N JEFFERSON,INDIANOLA,50125,,91,WARREN,1062400,SPICED RUM,395,PROXIMO,46504,KRAKEN BLACK SPICED RUM,12,750,10.45,15.68,12,188.16,9,2.37
INV-23203800179,11/13/2019,2500,HY-VEE FOOD STORE #1 / AMES,3800 W LINCOLN WAY,AMES,50010,,85,STORY,1062200,WHITE RUM,229,DEHNER DISTILLERY,72505,BLUE OX SILVER RUM,6,1750,7,10.5,6,63,10.5,2.77
INV-23585900131,11/30/2019,2549,HY-VEE FOOD STORE / INDIANOLA,910 N JEFFERSON,INDIANOLA,50125,,91,WARREN,1051100,AMERICAN BRANDIES,205,E & J GALLO WINERY,52591,E & J VS MINI,10,50,5.54,8.31,3,24.93,0.15,0.03
INV-23348300022,11/20/2019,2500,HY-VEE FOOD STORE #1 / AMES,3800 W LINCOLN WAY,AMES,50010,,85,STORY,1012400,IRISH WHISKIES,370,PERNOD RICARD USA,15621,JAMESON MINI,10,50,11.88,17.82,2,35.64,0.1,0.02
INV-23265700060,11/16/2019,2560,HY-VEE FOOD STORE / MARION,3600 BUSINESS HWY 151 EAST,MARION,52302,,57,LINN,1031100,AMERICAN VODKAS,297,LAIRD & COMPANY,35918,FIVE O'CLOCK VODKA,6,1750,7.2,10.8,6,64.8,10.5,2.77
INV-22574000008,10/16/2019,4726,WALGREENS #07454 / ANKENY,901 N ANKENY BLVD,ANKENY,50021,,77,POLK,1062500,FLAVORED RUM,370,PERNOD RICARD USA,42716,MALIBU COCONUT RUM,12,750,7.49,11.24,12,134.88,9,2.37
INV-22656400029,10/18/2019,2445,RUBACK'S FOOD CENTER,504 SOUTH HIGHWAY,OAKLAND,51560,,78,POTTAWATTAMIE,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10838,CROWN ROYAL BLACK,6,1750,33.79,50.69,1,50.69,1.75,0.46
INV-23661800059,12/04/2019,4404,KUM & GO #292 / ANKENY,1825 N ANKENY BLVD,ANKENY,50021,,77,POLK,1031100,AMERICAN VODKAS,434,LUXCO INC,36304,HAWKEYE VODKA,24,375,1.86,2.79,10,27.9,3.75,0.99
INV-23227600058,11/14/2019,2620,HY-VEE / WINDSOR HEIGHTS,7101 UNIVERSITY AVE,WINDSOR HEIGHTS,50311,,77,POLK,1011100,BLENDED WHISKIES,297,LAIRD & COMPANY,23826,FIVE STAR,12,750,3.5,5.25,12,63,9,2.37
INV-23399800027,11/22/2019,4169,SUPER QUICK 2 / HUBBELL,1824 HUBBELL AVE,DES MOINES,50317,,77,POLK,1081400,AMERICAN SCHNAPPS,55,SAZERAC NORTH AMERICA,84201,99 PINEAPPLE,12,750,7.5,11.25,2,22.5,1.5,0.39
INV-23255900007,11/15/2019,5698,CASEY'S #3746 / GRIMES,1650 NE BEAVER BROOKE BLVD,GRIMES,50111,,77,POLK,1031100,AMERICAN VODKAS,434,LUXCO INC,36304,HAWKEYE VODKA,24,375,1.86,2.79,1,2.79,0.37,0.09
INV-23507900016,11/26/2019,3705,LIQUOR LOCKER,507 1ST AVE #100,ROCK RAPIDS,51246,,60,LYON,1031100,AMERICAN VODKAS,380,PHILLIPS BEVERAGE,37348,PHILLIPS VODKA,6,1750,7.6,11.4,6,68.4,10.5,2.77
INV-23577300026,11/29/2019,2524,HY-VEE FOOD STORE / DUBUQUE,3500 DODGE ST,DUBUQUE,52001,,31,DUBUQUE,1011200,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19068,JIM BEAM,6,1750,21,31.5,12,378,21,5.54
INV-23899400007,12/13/2019,4752,GASLAND / BURLINGTON,1003 SUMMER ST,BURLINGTON,52655,,29,DES MOINES,1062400,SPICED RUM,259,HEAVEN HILL BRANDS,43024,ADMIRAL NELSON SPICED RUM,24,375,2.99,4.49,24,107.76,9,2.37
INV-24155000229,12/26/2019,2500,HY-VEE FOOD STORE #1 / AMES,3800 W LINCOLN WAY,AMES,50010,,85,STORY,1051100,AMERICAN BRANDIES,85,BROWN FORMAN CORP.,52806,KORBEL BRANDY,12,750,6.66,9.99,1,9.99,0.75,0.19
INV-24154500041,12/26/2019,2502,HY-VEE WINE AND SPIRITS / ANKENY,410 NORTH ANKENY BLVD,ANKENY,50021,,77,POLK,1031100,AMERICAN VODKAS,55,SAZERAC NORTH AMERICA,35316,BARTON VODKA,12,750,3.37,5.06,12,60.72,9,2.37
INV-23587200112,11/30/2019,2551,HY-VEE FOOD STORE / CHARITON,2001 WEST COURT,CHARITON,50049,,59,LUCAS,1022100,MIXTO TEQUILA,395,PROXIMO,89197,JOSE CUERVO ESPECIAL REPOSADO,12,1000,13,19.5,1,19.5,1,0.26
INV-24171800008,12/26/2019,5257,MAD AVE QUIK SHOP,"405, MADISON AVE",OTTUMWA,52501,,90,WAPELLO,1011100,BLENDED WHISKIES,65,JIM BEAM BRANDS,27782,JIM BEAM APPLE,24,375,5.5,8.25,6,49.5,2.25,0.59
INV-24776800010,01/24/2020,4752,GASLAND / BURLINGTON,1003 SUMMER ST,BURLINGTON,52655,,29,DES MOINES,1052100,IMPORTED BRANDIES,420,MOET HENNESSY USA,48105,HENNESSY VS,12,375,10.99,16.49,12,193.32,4.5,1.18
INV-24212500053,12/28/2019,3868,WAL-MART 3630 / MARION,5491 BUSINESS HWY 151,MARION,52302,,57,LINN,1031200,AMERICAN FLAVORED VODKA,259,HEAVEN HILL BRANDS,40053,DEEP EDDY LEMON,12,750,8.5,12.75,12,153,9,2.37
INV-23954800085,12/16/2019,3417,BIG G FOOD STORE,PO BOX 261  310 W DILLON,MARENGO,52301,,48,IOWA,1041300,AMERICAN SLOE GINS,434,LUXCO INC,33717,PARAMOUNT SLOE GIN,12,1000,5.42,8.13,1,8.13,1,0.26
INV-24164900154,12/26/2019,2585,HY-VEE WINE AND SPIRITS / ALGONA,,,,,,,1031200,AMERICAN FLAVORED VODKA,259,HEAVEN HILL BRANDS,40152,DEEP EDDY CRANBERRY,12,750,8.5,12.75,6,76.5,4.5,1.18
INV-23933400002,12/16/2019,3696,WAL-MART 1723 / DES MOINES,5101 SE 14TH ST,DES MOINES,50315,,77,POLK,1081600,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,64866,FIREBALL CINNAMON WHISKEY,12,750,9,13.5,12,162,9,2.37
INV-24138100013,12/24/2019,4498,SPEEDE SHOP / WINTHROP,644 220TH ST,WINTHROP,50682,,10,BUCHANAN,1032100,IMPORTED VODKAS,370,PERNOD RICARD USA,34006,ABSOLUT SWEDISH VODKA 80PRF,12,750,9.99,14.99,3,44.97,2.25,0.59
INV-23920700089,12/13/2019,2524,HY-VEE FOOD STORE / DUBUQUE,3500 DODGE ST,DUBUQUE,52001,,31,DUBUQUE,1041100,AMERICAN DRY GINS,205,E & J GALLO WINERY,31475,NEW AMSTERDAM GIN,12,750,8,12,3,36,2.25,0.59
INV-18197900074,03/18/2019,3952,LOT-A-SPIRITS,3780 STATE ST,BETTENDORF,52722,POINT (-90.48065 41.529655),82,SCOTT,1081400,AMERICAN SCHNAPPS,55,SAZERAC NORTH AMERICA,84166,99 BLACKBERRIES,12,750,7.79,11.69,4,46.76,3,0.79
INV-24147600082,12/24/2019,2513,HY-VEE FOOD STORE #2 / IOWA CITY,812  S 1ST AVE,IOWA CITY,52240,,52,JOHNSON,1031100,AMERICAN VODKAS,55,SAZERAC NORTH AMERICA,37938,SKOL VODKA,6,1750,6.78,10.17,6,64.02,10.5,2.77
INV-24788300057,01/24/2020,2560,HY-VEE FOOD STORE / MARION,3600 BUSINESS HWY 151 EAST,MARION,52302,,57,LINN,1062200,WHITE RUM,260,DIAGEO AMERICAS,43328,CAPTAIN MORGAN WHITE,12,750,8.26,12.39,12,148.68,9,2.37
INV-23562400013,11/29/2019,2478,PRAIRIE MEADOWS,ONE PRAIRIE MEADOWS DRIVE,ALTOONA,50009,,77,POLK,1062200,WHITE RUM,55,SAZERAC NORTH AMERICA,44217,BARTON LIGHT RUM,12,1000,4,6,12,72,12,3.17
INV-24155000122,12/26/2019,2500,HY-VEE FOOD STORE #1 / AMES,3800 W LINCOLN WAY,AMES,50010,,85,STORY,1031200,AMERICAN FLAVORED VODKA,434,LUXCO INC,33937,PEARL CUCUMBER,12,1000,7.5,11.25,12,135,12,3.17
INV-24457200001,01/09/2020,4382,KUM & GO #8 / 8TH ST / WDM,1293 8TH AVE,WEST DES MOINES,50265,,77,POLK,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,11290,CROWN ROYAL MINI,10,50,7.35,11.03,3,33.09,0.15,0.03
INV-23920700116,12/13/2019,2524,HY-VEE FOOD STORE / DUBUQUE,3500 DODGE ST,DUBUQUE,52001,,31,DUBUQUE,1031100,AMERICAN VODKAS,322,PRESTIGE WINE & SPIRITS GROUP,36591,KINKY VODKA MINI,6,50,4.95,7.43,5,37.15,0.25,0.06
INV-20225200052,06/26/2019,2521,HY-VEE FOOD AND DRUG / GRAND / WDM,1990 GRAND AVENUE,WEST DES MOINES,50265,POINT (-93.73162 41.571127),77,POLK,1081400,AMERICAN SCHNAPPS,65,JIM BEAM BRANDS,82607,DEKUYPER SOUR APPLE PUCKER,12,1000,7.87,11.81,3,35.43,3,0.79
INV-19838000015,06/06/2019,4004,WAL-MART 4256 / AMES,534 S DUFF AVE,AMES,50010,POINT (-93.610343 42.017115),85,STORY,1031200,AMERICAN FLAVORED VODKA,260,DIAGEO AMERICAS,77842,SMIRNOFF STRAWBERRY,12,750,8.25,12.38,12,148.56,9,2.37
INV-19919900029,06/11/2019,4642,LIQUOR AND TOBACCO OUTLET / UNIV AVE WATERLOO,2844 UNIVERSITY AVE,WATERLOO,50701,POINT (-92.382928 42.498321),7,BLACK HAWK,1081200,CREAM LIQUEURS,260,DIAGEO AMERICAS,68036,BAILEYS ORIGINAL IRISH CREAM,12,750,13,19.5,2,39,1.5,0.39
INV-19704100014,05/31/2019,2626,HY-VEE DRUGSTORE / UNIVERSITY / DSM,4100 UNIVERSITY AVE,DES MOINES,50311,POINT (-93.673222 41.600361),77,POLK,1022200,100% AGAVE TEQUILA,65,JIM BEAM BRANDS,89836,HORNITOS GOLD,12,750,13.5,20.25,12,243,9,2.37
INV-19729300023,05/31/2019,2524,HY-VEE FOOD STORE / DUBUQUE,3500 DODGE ST,DUBUQUE,52001,,31,DUBUQUE,1012100,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,11788,BLACK VELVET,6,1750,10.45,15.68,36,564.48,63,16.64
INV-19685200094,05/30/2019,3704,CELTICS BEVERAGE COMPANY,1122 BROADWAY,EMMETSBURG,50536,POINT (-94.678807 43.10937),74,PALO ALTO,1082200,IMPORTED SCHNAPPS,421,SAZERAC COMPANY  INC,69657,DR MCGILLICUDDYS MENTHOLMINT,12,1000,11,16.5,1,16.5,1,0.26
INV-19733900011,05/31/2019,5291,JUMPSTART,"109, LOCUST ST",CARTER LAKE,51510,POINT (-95.92895200000001 41.285058),78,POTTAWATTAMIE,1081600,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,86881,SOUTHERN COMFORT MINI,10,600,5.65,8.48,20,169.6,12,3.17
INV-19405700109,05/16/2019,2588,HY-VEE FOOD AND DRUG #6 / CEDAR RAPIDS,4035 MT VERNON RD SE,CEDAR RAPIDS,52403,POINT (-91.60978 41.976835),57,LINN,1022300,MEZCAL,55,SAZERAC NORTH AMERICA,89566,MONTE ALBAN MEZCAL,12,750,13.26,19.89,1,19.89,0.75,0.19
INV-20246900008,06/26/2019,2642,HY-VEE WINE AND SPIRITS / PELLA,512 E OSKALOOSA,PELLA,50219,POINT (-92.899277 41.396961000000005),63,MARION,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,11297,CROWN ROYAL,12,1000,18.89,28.34,12,340.08,12,3.17
INV-19392400209,05/15/2019,5068,TOBACCO SHOP / ARNOLDS PARK,612 S HIGHWAY 71,ARNOLDS PARK,51331,POINT (-95.14027400000002 43.361577),30,DICKINSON,1081500,TRIPLE SEC,434,LUXCO INC,86251,JUAREZ TRIPLE SEC,12,1000,2.42,3.63,12,43.56,12,3.17
INV-20101700013,06/19/2019,4485,DYNO'S 51 / SANBORN,101 W 7TH ST,SANBORN,51248,POINT (-95.656064 43.186035000000004),71,O'BRIEN,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,11297,CROWN ROYAL,12,1000,18.89,28.34,4,113.36,4,1.05
INV-20116200116,06/20/2019,2515,HY-VEE FOOD STORE #1 / MASON CITY,2400 4TH ST SW,MASON CITY,50401,POINT (-93.23551 43.149557),17,CERRO GORDO,1011100,BLENDED WHISKIES,260,DIAGEO AMERICAS,25616,SEAGRAMS 7 CROWN PET FLASK,12,750,7.5,11.25,1,11.25,0.75,0.19
INV-20285700092,06/28/2019,5236,"GIGGLE JUICE LIQUOR STATION, LLC",600 W MAIN ST,ANAMOSA,52205,POINT (-91.29083400000002 42.108203),53,JONES,1011600,STRAIGHT RYE WHISKIES,255,INFINIUM SPIRITS,26781,TEMPLETON RYE RARE CASK STRENGTH,6,750,29.99,44.99,3,134.97,2.25,0.59
INV-20214200025,06/25/2019,2513,HY-VEE FOOD STORE #2 / IOWA CITY,812  S 1ST AVE,IOWA CITY,52240,,52,JOHNSON,1011200,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19064,JIM BEAM,24,375,5.5,8.25,3,24.75,1.12,0.29
INV-19310400160,05/13/2019,2552,HY-VEE FOOD STORE #3 / CEDAR RAPIDS,20 WILSON AVENUE WEST,CEDAR RAPIDS,52404,POINT (-91.658577 41.955859),57,LINN,1022100,MIXTO TEQUILA,395,PROXIMO,89193,JOSE CUERVO ESPECIAL REPOSADO,48,200,3,4.5,5,22.5,1,0.26
INV-20215200016,06/25/2019,5511,THE DEPOT NORTH LIBERTY,1290 S DUBUQUE ST,NORTH LIBERTY,52317,,52,JOHNSON,1011400,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26824,JACK DANIELS OLD #7 BLACK LABEL SQUARE,24,375,7.5,11.25,1,11.25,0.37,0.09
INV-19666900037,05/29/2019,3769,WAL-MART 0753 / CEDAR FALL,525 BRANDILYNN BLVD,CEDAR FALLS,50613,POINT (-92.440394 42.485042),7,BLACK HAWK,1062200,WHITE RUM,35,BACARDI USA INC,43128,BACARDI SUPERIOR,6,1750,15,22.5,12,270,21,5.54
INV-20224100131,06/26/2019,2620,HY-VEE / WINDSOR HEIGHTS,7101 UNIVERSITY AVE,WINDSOR HEIGHTS,50311,,77,POLK,1081400,AMERICAN SCHNAPPS,434,LUXCO INC,84456,PARAMOUNT PEACH SCHNAPPS,12,750,5,7.5,2,15,1.5,0.39
INV-19379800083,05/15/2019,2647,HY-VEE #7 / CEDAR RAPIDS,5050 EDGEWOOD RD,CEDAR RAPIDS,52411,POINT (-91.701581 42.030129),57,LINN,1031100,AMERICAN VODKAS,297,LAIRD & COMPANY,35926,FIVE O'CLOCK VODKA PET,12,750,3.37,5.06,12,60.72,9,2.37
INV-19363000015,05/14/2019,5202,CASEY'S GENERAL STORE #2900 / GILBER,"115, 25TH  AVE",GILBERTVILLE,50634,POINT (-92.218712 42.424125),7,BLACK HAWK,1062500,FLAVORED RUM,370,PERNOD RICARD USA,42699,MALIBU MANGO RUM,12,750,7.49,11.24,3,33.72,2.25,0.59
INV-18310300005,03/25/2019,5338,KUM & GO #539/ NW 2ND AVE,5050 NW 2ND AVE,DES MOINES,50313,,77,POLK,1012100,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,11776,BLACK VELVET,12,750,5.23,7.85,7,54.95,5.25,1.38
INV-17860800056,03/01/2019,4183,FAREWAY STORES #589 / DECORAH,103 E MAIN,DECORAH,52101,POINT (-91.785286 43.303291),96,WINNESHIEK,1031100,AMERICAN VODKAS,259,HEAVEN HILL BRANDS,35418,BURNETTS VODKA 80PRF,6,1750,9.48,14.22,6,85.32,10.5,2.77
INV-18288800016,03/21/2019,3756,MAIN STREET LIQUORS / MANNING,316 MAIN ST,MANNING,51455,POINT (-95.065122 41.908573),14,CARROLL,1012400,IRISH WHISKIES,370,PERNOD RICARD USA,15626,JAMESON,12,750,15.99,23.99,1,23.99,0.75,0.19
INV-17977400025,03/07/2019,2190,"CENTRAL CITY LIQUOR, INC.",1460 2ND AVE,DES MOINES,50314,POINT (-93.619787 41.60566),77,POLK,1011200,STRAIGHT BOURBON WHISKIES,421,SAZERAC COMPANY  INC,21602,E.H. TAYLOR JR. SMALL BATCH,6,750,22,33,30,990,22.5,5.94
INV-18109800054,03/13/2019,5643,CONOCO / LE GRAND,806 W MAIN ST,LE GRAND,50142,POINT (-92.78465400000002 42.006665),64,MARSHALL,1011400,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26823,JACK DANIELS OLD #7 BLACK LABEL,48,200,4.23,6.35,4,25.4,0.8,0.21
INV-18430500013,03/28/2019,4877,WORLD LIQUOR & TOBACCO,1775 NW 86TH ST,CLIVE,50325,POINT (-93.736232 41.607853),77,POLK,1011100,BLENDED WHISKIES,260,DIAGEO AMERICAS,25604,SEAGRAMS 7 CROWN,12,375,3.5,5.25,12,63,4.5,1.18
INV-18086400015,03/12/2019,2587,HY-VEE FOOD STORE / JOHNSTON,5750 MERLE HAY ROAD,JOHNSTON,50131,POINT (-93.697731 41.665172),77,POLK,1031100,AMERICAN VODKAS,260,DIAGEO AMERICAS,38008,SMIRNOFF 80PRF PET,6,1750,14.75,22.13,30,663.9,52.5,13.86
INV-17987800001,03/07/2019,5116,NEW STAR MART  /  NEWTON,"702, 1ST AVE E",NEWTON,50702,POINT (-93.04551500000001 41.69943),94,WEBSTER,1012100,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,11773,BLACK VELVET,48,200,1.56,2.34,48,112.32,9.6,2.53
INV-18305400003,03/22/2019,3682,JUMBO'S,110 E MAIN ST,WESLEY,50483,POINT (-93.990256 43.088341),55,KOSSUTH,1011100,BLENDED WHISKIES,260,DIAGEO AMERICAS,25608,SEAGRAMS 7 CROWN,6,1750,12.96,19.44,6,116.64,10.5,2.77
INV-18290200019,03/22/2019,2636,HY-VEE WINE AND SPIRITS / HUBBELL,2310 HUBBELL AVE,DES MOINES,50317,POINT (-93.573845 41.604312),77,POLK,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,11294,CROWN ROYAL,24,375,8,12,24,288,9,2.37
INV-18275500040,03/21/2019,2190,"CENTRAL CITY LIQUOR, INC.",1460 2ND AVE,DES MOINES,50314,POINT (-93.619787 41.60566),77,POLK,1011200,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19475,MAKERS MARK REPLICA,12,375,8.99,13.49,1,13.49,0.37,0.09
INV-18005600007,03/08/2019,5565,CASEY'S GENERAL STORE #2689 / ANKENY,1310 NW 18TH ST,ANKENY,50023,POINT (-93.616799 41.746362),77,POLK,1031100,AMERICAN VODKAS,434,LUXCO INC,36301,HAWKEYE VODKA MINI,12,500,4.13,6.2,2,12.4,1,0.26
INV-17881500044,03/04/2019,4594,QUIK TRIP #554 / SW 63RD DM,901 SW 63RD ST,DES MOINES,50312,POINT (-93.703165 41.569715),77,POLK,1011100,BLENDED WHISKIES,260,DIAGEO AMERICAS,25604,SEAGRAMS 7 CROWN,12,375,3.5,5.25,4,21,1.5,0.39
INV-18000600064,03/07/2019,2633,HY-VEE #3 / BDI / DES MOINES,3221 SE 14TH ST,DES MOINES,50320,POINT (-93.596754 41.554101),77,POLK,1041100,AMERICAN DRY GINS,55,SAZERAC NORTH AMERICA,29287,BARTON GIN,12,1000,3.92,5.88,36,211.68,36,9.51
INV-18182000008,03/18/2019,4885,SNK GAS & FOOD LLC,"18820, BELLEVUE CASCADE RD",ZWINGLE,52079,POINT (-90.676817 42.240381),49,JACKSON,1012100,CANADIAN WHISKIES,55,SAZERAC NORTH AMERICA,12407,CANADIAN LTD WHISKY,12,1000,5.5,8.25,12,99,12,3.17
INV-17929300003,03/05/2019,5341,JJ'S ON JOHNSON,235 EDGEWOOD RD NW,CEDAR RAPIDS,52405,POINT (-91.715929 41.974231),57,LINN,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,11294,CROWN ROYAL,24,375,8,12,2,24,0.75,0.19
INV-18222600012,03/19/2019,5404,THE DEPOT OXFORD LLC,220 N AUGUSTA AVE,OXFORD,52322,POINT (-91.790636 41.724565),52,JOHNSON,1042100,IMPORTED DRY GINS,260,DIAGEO AMERICAS,28866,TANQUERAY GIN,12,750,13,19.5,2,39,1.5,0.39
INV-18283000020,03/21/2019,5303,CASEY'S GENERAL STORE # 3508/ MARSHA,108 IOWA AVE W,MARSHALLTOWN,50158,POINT (-92.916279 42.00706),64,MARSHALL,1011400,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26821,JACK DANIELS OLD #7 BLACK LABEL MINI,12,500,9.06,13.59,6,81.54,3,0.79
